1,0,1,2021,5,1,0,0,25.348,,
1,1,1,2021,5,1,0,0,46.453,,
1,2,2,2021,5,1,0,0,51.76,,
1,3,2,2021,5,1,0,1,10.317,,
1,5,1,2021,5,1,0,1,21.2,5,0
2,0,1,2021,5,1,0,1,56.58,,
2,1,1,2021,5,1,0,3,22.276,,
2,2,2,2021,5,1,3,3,53.833,,
2,3,2,2021,5,1,3,54,7.926,,
2,5,1,2021,5,1,3,54,19.426,8,1
3,0,0,2021,5,1,3,54,54.428,,
3,1,0,2021,5,1,3,56,1.793,,
3,2,2,2021,5,1,4,1,39.233,,
3,3,2,2021,5,1,4,31,9.454,,
3,5,0,2021,5,1,4,36,31.438,8,1
4,0,1,2021,5,1,4,37,6.418,,
4,1,1,2021,5,1,4,37,43.223,,
4,2,2,2021,5,1,4,37,49.185,,
4,3,2,2021,5,1,5,23,16.566,,
4,5,1,2021,5,1,5,23,29.182,5,0
5,0,1,2021,5,1,5,24,4.151,,
5,1,1,2021,5,1,5,32,51.999,,
5,2,2,2021,5,1,5,34,20.326,,
5,3,2,2021,5,1,5,34,25.991,,
5,4,0,2021,5,1,5,34,37.694,5,0
6,0,0,2021,5,1,5,35,1.922,,
6,1,0,2021,5,1,5,35,13.284,,
6,2,2,2021,5,1,5,35,22.439,,
6,3,2,2021,5,1,5,35,33.859,,
6,5,0,2021,5,1,5,35,37.284,8,1
7,0,0,2021,5,1,5,36,12.216,,
7,1,0,2021,5,1,5,37,38.846,,
7,2,2,2021,5,1,5,37,43.797,,
7,3,2,2021,5,1,5,37,49.834,,
7,4,1,2021,5,1,5,37,55.507,5,0
8,0,1,2021,5,1,5,38,20.27,,
8,1,1,2021,5,1,5,38,32.904,,
8,2,2,2021,5,1,5,38,37.928,,
8,3,2,2021,5,1,5,38,47.988,,
8,5,1,2021,5,1,5,38,53.146,5,0
9,0,1,2021,5,1,5,39,28.149,,
9,1,1,2021,5,1,5,40,56.643,,
9,2,2,2021,5,1,5,41,1.609,,
9,3,2,2021,5,1,5,41,11.718,,
9,4,0,2021,5,1,5,41,15.496,8,1
10,0,0,2021,5,1,5,41,40.332,,
10,1,0,2021,5,1,5,43,49.982,,
10,2,2,2021,5,1,5,45,12.477,,
10,3,2,2021,5,1,5,45,18.35,,
10,4,1,2021,5,1,5,45,39.654,5,0
11,0,0,2021,5,1,5,46,3.736,,
11,1,0,2021,5,1,5,50,21.764,,
11,2,2,2021,5,1,5,50,28.658,,
11,3,2,2021,5,1,5,50,33.686,,
11,4,1,2021,5,1,5,50,37.728,5,0
12,0,1,2021,5,1,5,51,1.661,,
12,1,1,2021,5,1,5,51,10.403,,
12,2,2,2021,5,1,5,51,16.519,,
12,3,2,2021,5,1,5,51,24.877,,
12,4,0,2021,5,1,5,51,28.861,8,1
13,0,1,2021,5,1,5,51,53.93,,
13,1,1,2021,5,1,5,52,9.182,,
13,2,2,2021,5,1,5,52,15.887,,
13,3,2,2021,5,1,5,52,30.897,,
13,5,1,2021,5,1,5,52,37.459,8,1
14,0,0,2021,5,1,5,53,12.435,,
14,1,0,2021,5,1,5,54,8.227,,
14,2,2,2021,5,1,5,54,27.247,,
14,3,2,2021,5,1,5,54,32.683,,
14,4,1,2021,5,1,5,54,36.688,5,0
15,0,0,2021,5,1,5,55,1.42,,
15,1,0,2021,5,1,5,58,5.496,,
15,2,2,2021,5,1,5,58,15.41,,
15,3,2,2021,5,1,5,58,27.961,,
15,4,1,2021,5,1,5,58,29.677,8,1
16,0,1,2021,5,1,5,58,53.468,,
16,1,1,2021,5,1,5,59,37.506,,
16,2,2,2021,5,1,5,59,51.776,,
16,3,2,2021,5,1,5,59,58.812,,
16,4,0,2021,5,1,6,0,2.724,5,0
17,0,0,2021,5,1,6,0,27.577,,
17,1,0,2021,5,1,6,0,43.679,,
17,2,2,2021,5,1,6,0,48.771,,
17,3,2,2021,5,1,6,0,57.175,,
17,5,0,2021,5,1,6,1,11.521,8,1
18,0,1,2021,5,1,6,1,46.559,,
18,1,1,2021,5,1,6,3,1.901,,
18,2,2,2021,5,1,6,3,13.548,,
18,3,2,2021,5,1,6,3,18.988,,
18,4,0,2021,5,1,6,3,23.736,5,0
19,0,1,2021,5,1,6,3,48.116,,
19,1,1,2021,5,1,6,5,7.138,,
19,2,2,2021,5,1,6,5,15.547,,
19,3,2,2021,5,1,6,5,22.471,,
19,5,1,2021,5,1,6,5,28.353,5,0
20,0,0,2021,5,1,6,6,3.334,,
20,1,0,2021,5,1,6,7,17.25,,
20,2,2,2021,5,1,6,7,20.129,,
20,3,2,2021,5,1,6,7,28.127,,
20,4,1,2021,5,1,6,7,34.431,8,1
21,0,1,2021,5,1,6,7,58.56,,
21,1,1,2021,5,1,6,7,59.163,,
21,2,2,2021,5,1,6,8,7.633,,
21,3,2,2021,5,1,6,8,17.895,,
21,4,0,2021,5,1,6,8,24.361,8,1
22,0,1,2021,5,1,6,8,48.733,,
22,1,1,2021,5,1,6,13,33.665,,
22,2,2,2021,5,1,6,13,44.14,,
22,3,2,2021,5,1,6,13,57.59,,
22,5,1,2021,5,1,6,14,6.746,5,0
23,0,0,2021,5,1,6,14,41.764,,
23,1,0,2021,5,1,6,21,38.59,,
23,2,2,2021,5,1,6,21,46.304,,
23,3,2,2021,5,1,6,21,56.474,,
23,5,0,2021,5,1,6,22,1.434,8,1
24,0,1,2021,5,1,6,22,36.477,,
24,1,1,2021,5,1,6,31,7.64,,
24,2,2,2021,5,1,6,31,17.211,,
24,3,2,2021,5,1,6,31,29.293,,
24,5,1,2021,5,1,6,31,33.807,8,1
25,0,1,2021,5,1,6,32,8.857,,
